OTU_ID	E1	E2	E28	E3	E30	E7	E8	E9
otu11388	0	0	0	0	0	0	11	0
otu11389	0	0	0	0	0	9	0	0
otu11390	0	0	0	0	0	0	0	0
otu11391	0	0	0	0	0	0	0	0
otu11392	0	0	0	0	0	0	0	0
otu11393	0	0	0	0	0	0	0	0
otu11394	0	0	0	0	0	0	0	0
otu11395	0	0	0	0	0	0	0	0
otu11396	0	0	0	0	0	0	0	0
otu11397	0	0	0	0	0	0	0	0
otu11398	0	0	0	0	0	0	0	9
otu11399	0	0	0	0	0	18	0	0
otu11400	0	0	0	0	0	16	0	0
otu11401	0	0	0	0	0	16	0	0
otu11402	0	0	0	0	0	19	0	0
otu11403	0	0	0	0	0	5	0	11
otu11404	0	0	0	0	0	0	18	0
otu11405	0	0	0	0	0	0	18	0
otu11406	0	0	0	0	0	0	17	0
otu11407	0	0	0	0	0	0	19	0
otu11408	0	0	0	0	0	0	6	0
otu11409	0	0	0	0	0	0	5	0
otu11410	0	0	0	0	0	0	0	13
otu11411	0	0	0	0	0	0	0	18
otu11412	0	0	0	0	0	0	0	15
otu11413	0	0	0	0	0	0	0	16
otu11414	0	0	0	0	0	0	0	15
otu11415	0	0	0	0	0	0	0	9
otu11416	0	0	0	0	0	0	0	10
otu11417	0	0	0	0	0	0	0	6
otu11418	0	0	0	0	0	0	0	0
otu11419	0	0	0	0	0	0	0	0
otu11420	0	0	0	0	0	0	0	0
otu11421	0	0	0	0	0	0	0	0
otu11422	0	0	0	0	0	0	0	0
otu11423	0	0	0	0	0	0	0	0
otu11424	0	0	0	0	0	0	0	0
otu11425	0	0	0	0	0	0	0	0
otu11426	0	0	0	0	0	0	0	0
otu11427	0	0	0	0	0	0	0	0
otu11428	0	0	0	0	0	0	0	0
otu11429	0	0	0	0	0	0	0	0
otu11430	0	0	0	0	0	0	0	0
otu11431	0	0	0	0	0	0	0	0
otu11432	0	0	0	0	0	0	0	0
otu11433	0	0	0	0	0	0	0	0
otu11434	0	0	0	0	0	0	0	0
otu11435	0	0	0	0	0	0	0	0
otu11436	0	0	0	0	0	0	0	0
otu11437	0	0	0	0	0	0	0	0
otu11438	0	0	0	0	0	0	0	0
otu11439	0	0	0	0	0	0	0	0
otu11440	0	0	0	0	0	0	0	0
otu11441	0	0	0	0	0	0	0	0
otu11442	0	0	0	0	0	0	0	0
otu11443	0	0	0	0	0	0	0	0
otu11444	0	0	0	0	0	0	0	0
otu11445	0	0	0	0	0	0	0	0
otu11446	0	0	0	0	0	0	0	0
otu11447	0	0	0	0	0	0	0	0
otu11448	0	0	0	0	0	0	0	0
otu11449	0	0	0	0	0	0	0	0
otu11450	0	0	0	0	0	0	0	0
otu11451	0	0	0	0	0	0	0	0
otu11452	0	0	0	0	0	0	0	0
otu11453	0	0	0	0	0	0	0	0
otu11454	0	0	0	0	0	0	0	0
otu11455	0	0	0	0	0	0	0	0
otu11456	0	0	0	0	0	0	0	0
otu11457	0	0	0	0	0	0	0	0
otu11458	0	0	0	0	0	0	0	0
otu11459	0	0	0	0	0	0	0	0
otu11460	15	0	0	0	0	0	0	0
otu11461	18	0	0	0	0	0	0	0
otu11462	15	0	0	0	0	0	0	0
otu11463	15	0	0	0	0	0	0	0
otu11464	9	0	0	0	0	0	0	0
otu11465	7	0	0	0	0	0	0	0
otu11466	6	0	0	0	0	0	0	0
otu11467	4	0	12	0	0	0	0	0
otu11468	4	0	0	0	0	0	0	0
otu11469	0	0	0	0	0	0	0	0
otu11470	0	0	0	0	0	0	0	0
otu11471	0	0	0	0	0	0	0	0
otu11472	0	0	0	0	0	0	0	0
otu11473	0	0	0	0	0	0	0	0
otu11474	0	0	0	0	0	0	0	0
otu11475	0	0	2	0	0	0	0	0
otu11476	0	0	0	0	0	0	0	7
otu11477	0	0	0	9	0	0	0	0
otu11478	0	0	0	0	0	0	0	0
otu11479	0	0	0	0	0	0	0	0
otu11480	0	0	0	0	0	0	0	0
otu11481	0	0	0	0	0	0	0	0
otu11482	0	0	0	0	0	0	0	4
otu11483	0	0	0	0	0	0	0	0
otu11484	0	0	0	0	0	0	0	0
otu11485	0	0	0	0	0	10	0	0
otu11486	0	0	4	3	0	0	0	0
otu11487	0	0	0	0	0	0	0	0
otu11488	0	0	0	0	0	0	0	0
otu11489	0	0	0	0	0	0	0	0
otu11490	0	0	0	0	0	0	0	0
otu11491	0	0	0	0	0	0	0	0
otu11492	0	0	0	0	0	0	0	0
otu11493	0	0	0	0	0	0	0	0
otu11494	0	0	0	0	0	0	0	0
otu11495	0	0	0	0	0	0	0	0
otu11496	0	0	0	0	0	0	0	0
otu11497	0	0	0	0	0	0	0	0
otu11498	0	0	0	0	0	0	0	0
otu11499	0	0	0	0	0	0	0	0
otu11500	0	0	0	0	0	0	0	0
otu11501	0	0	0	0	0	0	0	0
otu11502	0	0	0	0	0	0	0	0
otu11503	0	0	0	0	0	0	0	0
otu11504	0	0	0	0	0	0	9	0
otu11505	0	0	0	0	0	0	0	0
otu11506	0	0	0	0	0	5	0	0
otu11507	0	0	0	0	0	0	0	0
otu11508	0	0	0	0	0	0	0	0
otu11509	0	0	0	0	0	0	0	0
otu11510	0	0	0	0	0	0	0	0
otu11511	0	0	0	0	0	0	0	0
otu11512	0	0	0	0	0	0	0	0
otu11513	0	0	0	0	5	0	0	0
otu11514	0	0	0	0	0	0	0	0
otu11515	0	0	0	0	0	0	0	0
otu11516	0	0	0	0	0	0	0	0
otu11517	0	0	11	0	0	0	0	0
otu11518	0	0	0	0	0	0	0	0
otu11519	0	0	0	0	0	0	0	0
otu11520	0	0	0	0	0	0	0	0
otu11521	0	0	0	0	0	0	0	0
otu11522	0	0	0	0	0	0	0	0
otu11523	0	0	0	0	0	0	0	0
otu11524	0	0	0	0	0	0	0	0
otu11525	0	0	0	0	0	0	0	0
otu11526	0	0	0	0	0	0	0	0
otu11527	0	0	0	0	0	0	0	0
otu11528	0	0	0	0	0	0	0	0
otu11529	0	0	0	0	0	0	0	0
otu11530	0	0	0	0	0	0	0	0
otu11531	0	0	0	0	0	0	0	0
otu11532	0	0	0	0	0	0	0	0
otu11533	0	0	0	0	0	0	0	0
otu11534	0	0	0	0	0	0	0	0
otu11535	0	0	0	0	0	0	0	0
otu11536	0	0	0	0	0	0	0	0
otu11537	0	0	0	0	0	0	0	0
otu11538	0	0	0	0	0	0	0	0
otu11539	0	0	0	0	0	0	0	0
otu11540	0	0	0	0	0	0	0	0
otu11541	0	0	0	0	0	0	0	0
otu11542	0	0	0	0	0	0	0	0
otu11543	0	0	0	0	0	0	0	0
otu11544	0	0	0	0	0	0	0	0
otu11545	0	0	0	0	0	0	0	0
otu11546	0	0	0	0	0	0	0	0
otu11547	0	0	0	0	0	0	0	0
otu11548	0	0	0	0	0	0	0	0
otu11549	0	0	0	0	0	0	0	7
otu11550	0	0	0	0	0	0	0	0
otu11551	0	0	0	3	0	0	0	0
otu11552	0	0	0	0	0	0	0	0
otu11553	0	0	0	0	0	0	0	0
otu11554	0	0	0	0	0	0	0	0
otu11555	0	0	0	0	0	0	0	0
otu11556	0	0	0	0	0	0	0	0
otu11557	0	0	0	0	0	0	0	0
otu11558	0	0	0	0	0	0	0	0
otu11559	0	0	0	0	0	0	0	0
otu11560	0	0	0	0	0	0	0	0
otu11561	0	0	0	0	0	0	0	0
otu11562	0	0	0	0	0	0	0	0
otu11563	0	0	9	0	0	0	0	0
otu11564	0	0	0	0	7	0	0	0
otu11565	0	0	0	0	0	0	0	0
otu11566	0	0	0	0	0	0	0	0
otu11567	0	0	0	0	8	3	0	0
otu11568	0	0	0	0	0	0	0	0
otu11569	0	0	0	0	0	0	0	0
otu11570	0	0	0	0	0	0	0	0
otu11571	0	0	0	0	0	0	0	0
otu11572	0	0	0	0	0	0	0	0
otu11573	0	0	0	0	0	0	0	0
otu11574	0	0	0	0	0	0	0	0
otu11575	0	0	0	0	0	0	0	0
otu11576	0	0	0	0	0	0	0	0
otu11577	0	0	0	0	0	0	0	0
otu11578	0	0	0	0	0	0	0	0
otu11579	0	0	0	0	0	0	0	0
otu11580	0	0	0	0	0	0	0	10
otu11581	0	0	0	0	0	0	0	0
otu11582	0	0	0	0	0	0	7	0
otu11583	0	0	0	0	0	0	7	5
otu11584	0	0	0	0	0	0	0	0
otu11585	0	0	0	0	0	0	0	0
otu11586	0	0	0	0	0	0	0	0
otu11587	0	0	0	0	0	0	0	0
otu11588	0	0	0	0	0	0	0	0
otu11589	0	0	0	0	0	0	0	0
otu11590	0	0	0	0	0	0	0	0
otu11591	0	0	0	0	0	0	0	0
otu11592	0	0	0	0	0	0	0	0
otu11593	0	0	0	0	12	0	0	0
otu11594	0	16	0	0	0	0	0	0
otu11595	0	17	0	0	0	0	0	0
otu11596	0	17	0	0	0	0	0	0
otu11597	0	16	0	0	0	0	0	0
otu11598	0	10	0	0	0	0	0	0
otu11599	0	8	0	0	0	0	0	0
otu11600	0	6	0	0	0	0	0	0
otu11601	0	6	0	0	0	0	0	0
otu11602	0	0	0	0	0	0	0	0
otu11603	0	0	0	0	0	0	0	0
otu11604	0	0	0	0	0	0	0	0
otu11605	0	0	0	0	0	0	0	0
otu11606	0	0	0	0	0	0	0	0
otu11607	0	0	0	0	0	0	0	0
otu11608	0	0	0	0	0	0	0	0
otu11609	0	0	0	0	0	0	9	0
otu11610	0	0	0	0	0	0	0	0
otu11611	0	0	0	0	0	0	0	0
otu11612	0	0	0	0	0	0	0	0
otu11613	0	0	0	0	0	0	0	0
otu11614	0	0	0	0	0	0	0	0
otu11615	0	0	0	0	0	0	0	0
otu11616	0	0	0	0	0	0	0	0
otu11617	0	0	0	0	0	0	0	0
otu11618	0	0	0	0	0	0	0	0
otu11619	0	0	0	0	0	0	0	0
otu11620	0	0	0	0	0	0	0	4
otu11621	0	0	0	0	0	0	0	0
otu11622	0	0	0	0	0	0	0	0
otu11623	0	0	0	0	0	0	0	0
otu11624	0	0	0	0	0	0	0	0
otu11625	0	0	0	0	0	0	0	0
otu11626	0	0	0	0	0	0	0	0
otu11627	0	0	0	0	8	0	0	0
otu11628	0	0	0	0	0	0	9	0
otu11629	0	0	0	0	0	0	0	0
otu11630	0	0	0	0	0	0	0	0
otu11631	0	0	0	0	0	0	0	0
otu11632	0	0	0	0	0	3	0	0
otu11633	0	0	0	0	0	0	0	0
otu11634	0	0	0	0	0	0	0	0
otu11635	0	0	0	0	0	0	0	0
otu11636	0	0	0	0	0	0	0	0
otu11637	0	0	0	0	0	0	0	0
otu11638	0	0	0	0	0	0	0	0
otu11639	0	0	0	0	0	0	0	0
otu11640	0	0	0	0	0	0	0	0
otu11641	0	0	0	0	0	0	0	0
otu11642	0	0	0	0	0	0	0	0
otu11643	0	0	0	0	0	0	0	0
otu11644	0	0	0	0	0	0	0	0
otu11645	0	0	0	0	0	0	0	0
otu11646	0	0	0	0	0	0	0	0
otu11647	0	0	0	0	0	0	0	0
otu11648	0	0	0	4	0	0	0	0
otu11649	0	0	0	0	0	0	0	0
otu11650	0	0	0	0	0	0	0	0
otu11651	0	0	0	0	0	0	0	0
otu11652	0	0	0	0	0	0	0	0
otu11653	0	0	0	0	0	0	0	0
otu11654	0	0	0	0	0	0	0	0
otu11655	0	0	0	0	0	0	0	0
otu11656	0	0	0	0	0	0	0	0
otu11657	0	0	0	0	0	0	0	0
otu11658	0	0	0	0	0	0	0	0
otu11659	0	0	0	0	0	0	0	0
otu11660	0	0	0	0	0	0	0	0
otu11661	0	0	0	0	0	0	0	0
otu11662	0	0	0	0	0	0	0	0
otu11663	0	0	0	0	0	0	0	0
otu11664	0	0	0	0	0	0	0	0
otu11665	0	0	0	0	0	0	0	0
otu11666	0	0	17	0	0	0	0	0
otu11667	0	0	16	0	0	0	0	0
otu11668	0	0	16	0	0	0	0	0
otu11669	0	0	16	0	0	0	0	0
otu11670	0	0	17	0	0	0	0	0
otu11671	0	0	17	0	0	0	0	0
otu11672	0	0	18	0	0	0	0	0
otu11673	0	0	16	0	0	0	0	0
otu11674	0	0	9	0	0	0	0	0
otu11675	0	0	10	0	0	0	0	0
otu11676	0	0	0	0	0	0	0	0
otu11677	0	0	0	0	0	0	0	0
otu11678	0	0	0	0	0	0	0	0
otu11679	0	0	0	0	0	0	0	0
otu11680	0	0	0	0	0	0	0	0
otu11681	0	0	0	0	0	0	0	0
otu11682	0	0	0	0	0	0	0	0
otu11683	0	0	0	0	0	0	0	0
otu11684	0	0	0	0	4	0	0	0
otu11685	0	0	0	0	0	0	0	0
otu11686	0	0	0	15	0	0	0	0
otu11687	0	0	0	15	0	0	0	0
otu11688	0	0	0	9	0	0	0	0
otu11689	0	0	0	6	0	0	0	0
otu11690	0	0	0	7	0	0	0	0
otu11691	0	0	0	3	0	6	6	0
otu11692	0	0	0	0	15	0	0	0
otu11693	0	0	0	0	18	0	0	0
otu11694	0	0	0	0	15	0	0	0
otu11695	0	0	0	0	11	5	0	0
otu11696	0	0	0	0	11	0	0	0
otu11697	0	0	0	0	7	0	0	0
otu11698	0	0	0	0	0	0	0	0
otu11699	0	0	0	0	0	0	0	0
otu11700	0	0	0	0	0	0	0	0
otu11701	0	0	0	0	0	0	0	0
otu11702	0	0	0	0	0	0	0	0
otu11703	0	0	0	0	0	0	0	0
otu11704	0	0	0	0	0	0	0	0
otu11705	0	0	0	0	0	0	0	0
otu11706	0	0	0	0	0	0	0	0
otu11707	0	0	0	0	0	0	0	0
otu11708	0	0	0	0	0	0	0	0
otu11709	0	0	0	0	0	0	0	0
otu11710	0	0	0	0	0	0	0	0
otu11711	0	0	0	0	0	0	0	0
otu11712	0	0	0	0	0	0	0	0
otu11713	0	0	0	0	0	0	0	0
otu11714	0	0	0	0	0	0	0	0
otu11715	0	0	0	0	0	0	4	0
otu11716	0	0	0	0	0	0	9	0
otu11717	0	0	0	0	0	0	11	0
otu11718	0	0	0	0	0	0	0	0
otu11719	0	0	0	0	0	0	0	0
otu11720	0	0	0	0	0	0	0	0
otu11721	0	0	0	0	0	0	0	0
otu11722	0	0	0	0	0	0	0	0
otu11723	0	0	0	0	0	0	0	0
otu11724	0	0	0	0	0	0	0	0
otu11725	0	0	0	0	0	0	0	0
otu11726	0	0	0	0	0	0	0	0
otu11727	0	0	0	0	0	0	0	0
otu11728	0	0	0	0	0	0	0	0
otu11729	0	0	0	0	0	0	0	0
otu11730	0	0	0	0	0	0	0	0
otu11731	0	0	0	0	0	0	0	0
otu11732	0	0	0	0	0	0	0	0
otu11733	0	0	0	0	0	6	0	0
otu11734	0	0	0	0	0	0	0	0
otu11735	0	0	0	0	0	0	0	0
otu11736	0	0	0	0	0	0	0	0
otu11737	0	0	0	0	0	0	0	0
otu11738	0	0	0	0	0	0	0	0
otu11739	0	0	0	0	0	0	0	0
otu11740	0	0	0	0	0	0	0	0
otu11741	0	0	0	0	0	0	0	0
otu11742	0	0	0	0	0	0	0	0
otu11743	0	0	0	0	0	0	0	0
otu11744	0	0	0	0	0	0	0	0
otu11745	0	0	0	0	0	0	0	0
otu11746	0	0	0	0	0	0	0	0
otu11747	0	0	0	0	0	10	0	0
otu11748	0	0	0	0	0	17	0	0
otu11749	0	0	0	0	0	17	0	0
otu11750	0	0	0	0	0	18	0	0
otu11751	0	0	0	0	0	16	0	0
otu11752	0	0	0	0	0	17	0	0
otu11753	0	0	0	0	0	15	0	0
otu11754	0	0	0	0	0	18	0	0
otu11755	0	0	0	0	0	17	0	0
otu11756	0	0	0	0	0	18	0	0
otu11757	0	0	0	0	0	15	0	0
otu11758	0	0	0	0	0	14	0	0
otu11759	0	0	0	0	0	11	0	0
otu11760	0	0	0	0	0	7	0	8
otu11761	0	0	0	0	0	8	0	7
otu11762	0	0	0	0	0	5	0	0
otu11763	0	0	0	0	0	0	18	0
otu11764	0	0	0	0	0	0	17	0
otu11765	0	0	0	0	0	0	17	0
otu11766	0	0	0	0	0	0	17	0
otu11767	0	0	0	0	0	0	12	0
otu11768	0	0	0	0	0	0	7	0
otu11769	0	0	0	0	0	0	6	0
otu11770	0	0	0	0	0	0	0	16
otu11771	0	0	0	0	0	0	0	18
otu11772	0	0	0	0	0	0	0	15
otu11773	0	0	0	0	0	0	0	17
otu11774	0	0	0	0	0	0	0	9
otu11775	0	0	0	0	0	0	0	8
otu11776	0	0	0	0	0	0	0	4
otu11777	0	0	0	0	0	0	0	0
otu11778	0	0	0	0	0	0	0	0
otu11779	0	0	0	0	0	0	0	0
otu11780	0	0	0	0	0	0	0	0
otu11781	0	0	0	0	0	0	0	0
otu11782	0	0	0	0	0	0	0	0
otu11783	0	0	0	0	0	0	0	0
otu11784	0	0	0	0	0	0	0	0
otu11785	0	0	0	0	0	0	0	0
otu11786	0	0	0	0	0	0	0	0
otu11787	0	0	0	0	0	0	0	0
otu11788	0	0	0	0	0	0	0	0
otu11789	0	0	0	0	0	0	0	0
otu11790	0	0	0	0	0	0	0	0
otu11791	0	0	0	0	0	0	0	0
otu11792	0	0	0	0	0	0	0	0
otu11793	0	0	0	0	0	0	0	0
otu11794	0	0	0	0	0	0	0	0
otu11795	0	0	0	0	0	0	0	0
otu11796	0	0	0	0	0	0	0	0
otu11797	0	0	0	0	0	0	0	0
otu11798	0	0	0	0	0	0	0	0
otu11799	0	0	0	0	0	0	0	0
otu11800	0	0	0	0	0	0	0	0
otu11801	0	0	0	0	0	0	0	0
otu11802	0	0	0	0	0	0	0	0
otu11803	0	0	0	0	0	0	0	0
otu11804	0	0	0	0	0	0	0	0
otu11805	0	0	0	0	0	0	0	0
otu11806	0	0	0	0	0	0	0	0
otu11807	0	0	0	0	0	0	0	0
otu11808	0	0	0	0	0	0	0	0
otu11809	0	0	0	0	0	0	0	0
otu11810	0	0	0	0	0	0	0	0
otu11811	0	0	0	0	0	0	0	0
otu11812	0	0	0	0	0	0	0	0
otu11813	0	0	0	0	0	0	0	0
otu11814	0	0	0	0	0	0	0	0
otu11815	0	0	0	0	0	0	0	0
otu11816	0	0	0	0	0	0	0	0
otu11817	0	0	0	0	0	0	0	0
otu11818	0	0	0	0	0	0	0	0
otu11819	0	0	0	0	0	0	0	0
otu11820	0	0	0	0	0	0	0	0
otu11821	0	0	0	0	0	0	0	0
otu11822	0	0	0	0	0	0	0	0
otu11823	0	0	0	0	0	0	0	0
otu11824	0	0	0	0	0	0	0	0
otu11825	0	0	0	0	0	0	0	0
otu11826	0	0	0	0	0	0	0	0
otu11827	0	0	0	0	0	0	0	0
otu11828	15	0	0	0	0	0	0	0
otu11829	15	0	0	0	0	0	0	0
otu11830	14	0	0	0	0	0	0	0
otu11831	16	0	0	0	0	0	0	0
otu11832	12	0	0	0	0	0	0	0
otu11833	11	0	0	0	0	0	0	0
otu11834	10	0	0	0	0	0	0	0
otu11835	7	0	0	0	0	4	0	0
otu11836	8	0	0	0	0	0	0	0
otu11837	7	0	0	0	0	0	0	0
otu11838	8	0	0	0	0	0	0	0
otu11839	6	0	0	0	0	0	0	0
otu11840	7	0	0	0	0	0	0	0
otu11841	0	0	0	0	0	0	0	0
otu11842	0	0	0	0	0	0	0	0
otu11843	0	0	0	0	0	0	0	0
otu11844	0	0	0	0	0	0	0	0
otu11845	0	0	0	0	0	0	0	0
otu11846	0	0	0	0	0	0	0	0
otu11847	0	0	0	0	0	0	0	0
otu11848	0	0	0	0	0	0	0	0
otu11849	0	0	0	0	0	0	0	0
otu11850	0	0	0	0	0	0	0	0
otu11851	0	0	0	0	0	0	0	0
otu11852	0	0	0	0	0	0	0	0
otu11853	0	0	0	0	0	0	0	0
otu11854	0	0	0	0	0	0	0	0
otu11855	0	0	0	0	0	0	0	0
otu11856	0	0	0	0	0	0	0	0
otu11857	0	0	0	0	5	0	0	0
otu11858	0	0	0	0	5	0	0	0
otu11859	0	0	0	0	0	0	0	0
otu11860	0	0	0	0	6	0	0	0
otu11861	0	0	0	0	0	7	0	0
otu11862	0	0	0	0	0	0	0	0
otu11863	0	0	0	0	0	0	0	0
otu11864	0	0	0	0	0	0	0	0
otu11865	0	0	0	0	0	0	0	0
otu11866	0	0	0	0	0	0	0	0
otu11867	0	0	0	0	0	0	0	0
otu11868	0	0	0	0	0	0	0	0
otu11869	0	0	0	0	0	0	0	0
otu11870	0	0	0	0	0	0	0	0
otu11871	0	0	0	0	0	0	0	0
otu11872	0	0	0	0	0	0	0	0
otu11873	0	0	0	0	0	0	0	0
otu11874	0	0	0	0	0	0	0	0
otu11875	0	0	0	0	0	0	0	0
otu11876	0	0	0	0	0	0	0	0
otu11877	0	0	0	0	0	0	0	0
otu11878	0	0	0	0	0	0	0	0
otu11879	0	0	0	0	0	0	0	0
otu11880	0	0	0	0	0	0	0	0
otu11881	0	0	0	0	0	0	0	0
otu11882	0	0	0	0	0	0	0	0
otu11883	0	0	0	0	0	0	0	0
otu11884	0	0	0	0	0	0	0	0
otu11885	0	0	0	0	0	0	0	0
otu11886	0	0	0	0	0	0	0	0
otu11887	0	0	0	0	5	0	0	0
otu11888	0	0	0	0	0	0	0	0
otu11889	0	0	0	0	0	0	0	0
otu11890	0	0	0	0	0	0	0	0
otu11891	0	0	0	0	0	0	0	0
otu11892	0	0	0	0	0	0	0	0
otu11893	0	0	0	0	0	0	0	0
otu11894	0	0	0	0	0	0	0	0
otu11895	0	0	0	0	0	0	0	0
otu11896	0	0	0	0	0	0	0	0
otu11897	0	0	0	0	0	0	0	0
otu11898	0	0	0	8	0	0	0	0
otu11899	0	0	0	0	0	0	0	0
otu11900	0	0	0	0	0	0	0	0
otu11901	0	0	0	0	0	0	0	0
otu11902	0	0	0	0	0	0	0	0
otu11903	0	0	0	0	0	0	0	0
otu11904	0	0	0	0	0	0	0	0
otu11905	0	0	0	0	0	0	0	0
otu11906	0	0	0	0	0	0	0	0
otu11907	0	0	0	0	0	0	0	0
otu11908	0	0	0	0	0	0	0	0
otu11909	0	0	0	0	0	0	0	0
otu11910	0	0	0	0	0	0	0	0
otu11911	0	0	0	0	0	0	0	0
otu11912	0	0	0	0	0	0	0	0
otu11913	0	0	0	0	0	0	5	0
otu11914	0	0	0	0	0	0	0	0
otu11915	0	0	0	0	0	0	0	0
otu11916	0	0	0	0	0	0	0	0
otu11917	0	0	0	0	0	0	0	0
otu11918	0	0	0	0	0	0	0	0
otu11919	0	0	0	0	0	0	0	0
otu11920	0	0	0	0	0	0	0	0
otu11921	0	0	0	0	0	0	0	0
otu11922	0	0	0	0	0	0	0	0
otu11923	0	0	0	0	0	0	0	0
otu11924	0	0	0	0	0	0	0	0
otu11925	0	0	0	0	0	0	0	0
otu11926	0	0	0	0	0	0	0	0
otu11927	0	0	0	0	0	0	11	0
otu11928	0	0	0	0	0	0	0	0
otu11929	0	0	6	0	0	6	0	0
otu11930	0	0	0	0	0	0	0	0
otu11931	0	0	0	0	0	0	0	0
otu11932	0	0	0	0	0	0	0	0
otu11933	0	0	0	0	0	0	0	0
otu11934	0	0	0	0	0	0	0	0
otu11935	0	0	0	0	0	0	0	0
otu11936	0	0	0	0	0	0	0	0
otu11937	0	0	0	0	0	0	0	0
otu11938	0	0	0	0	0	0	0	0
otu11939	0	0	0	0	0	0	0	0
otu11940	0	0	0	0	0	0	0	0
otu11941	0	0	0	0	0	0	0	0
otu11942	0	0	0	0	0	0	0	0
otu11943	0	0	0	0	0	0	0	0
otu11944	0	0	0	0	0	0	0	0
otu11945	0	0	0	0	0	0	0	0
otu11946	0	0	0	0	0	0	0	0
otu11947	0	0	0	0	0	0	0	0
otu11948	0	0	0	0	0	0	0	0
otu11949	0	0	0	0	0	0	0	0
otu11950	0	0	0	0	0	0	0	0
otu11951	0	4	0	0	0	0	0	0
otu11952	0	0	0	0	0	0	0	0
otu11953	0	0	0	0	6	0	0	0
otu11954	0	0	0	0	0	0	0	7
otu11955	0	0	0	0	0	0	0	0
otu11956	0	0	0	0	0	0	0	0
otu11957	0	0	0	0	0	0	0	0
otu11958	0	0	0	0	0	0	0	0
otu11959	0	0	0	0	0	0	0	0
otu11960	0	0	0	0	0	0	0	0
otu11961	0	0	0	0	0	0	0	0
otu11962	0	0	0	0	0	2	0	0
otu11963	0	0	0	0	3	6	0	0
otu11964	0	0	0	12	0	0	0	0
otu11965	0	15	0	0	0	0	0	0
otu11966	0	15	0	0	0	0	0	0
otu11967	0	9	0	0	0	0	0	0
otu11968	0	4	0	0	11	0	0	0
otu11969	0	3	0	0	0	0	0	0
otu11970	0	0	0	0	0	0	0	0
otu11971	0	0	0	0	0	0	0	0
otu11972	0	0	0	0	0	0	0	0
otu11973	0	0	0	0	0	0	0	0
otu11974	0	0	0	0	0	0	0	0
otu11975	0	0	0	0	0	0	0	0
otu11976	0	0	0	0	0	0	0	0
otu11977	0	0	0	0	0	0	0	0
otu11978	0	0	0	0	0	0	0	0
otu11979	0	0	0	0	0	0	0	0
otu11980	0	0	0	0	0	0	0	0
otu11981	0	0	0	0	0	0	0	0
otu11982	0	0	0	0	0	0	0	0
otu11983	0	0	0	0	0	0	0	0
otu11984	0	0	0	0	0	0	0	0
otu11985	0	0	0	0	0	0	0	0
otu11986	0	0	0	0	0	0	0	0
otu11987	0	0	0	0	0	0	0	0
otu11988	0	0	0	0	0	0	0	0
otu11989	0	0	0	0	0	0	0	0
otu11990	0	0	0	0	0	0	0	0
otu11991	0	0	0	0	0	0	0	0
otu11992	0	0	0	0	0	0	0	0
otu11993	0	0	0	0	0	0	0	0
otu11994	0	0	0	0	0	0	0	0
otu11995	0	0	0	4	0	0	0	0
otu11996	0	0	0	0	0	0	7	0
otu11997	0	0	0	0	0	0	0	0
otu11998	0	0	0	0	0	0	0	0
otu11999	0	0	0	0	0	0	0	0
otu12000	0	0	0	0	0	0	0	0
otu12001	0	0	0	0	0	0	0	0
otu12002	0	0	0	0	0	0	0	0
otu12003	0	0	0	0	0	0	0	0
otu12004	0	0	0	0	0	0	0	0
otu12005	0	0	0	0	0	0	0	0
otu12006	0	0	0	0	0	0	0	0
otu12007	0	0	0	0	0	0	0	0
otu12008	0	0	0	0	0	0	0	0
otu12009	0	0	0	0	0	0	0	0
otu12010	0	0	0	0	0	0	0	0
otu12011	0	0	0	0	0	0	0	0
otu12012	0	0	0	0	0	0	0	0
otu12013	0	0	0	0	2	0	0	0
otu12014	0	0	0	0	0	0	0	0
otu12015	0	0	0	0	0	0	0	0
otu12016	0	0	0	0	0	0	0	0
otu12017	0	0	0	0	0	0	0	0
otu12018	0	0	0	0	0	0	0	0
otu12019	0	0	0	0	0	9	0	0
otu12020	0	0	0	0	0	0	0	0
otu12021	0	0	7	0	0	0	0	0
otu12022	0	0	0	0	0	0	0	0
otu12023	0	0	0	0	0	0	0	0
otu12024	0	0	0	0	0	0	0	0
otu12025	0	0	0	0	0	0	0	0
otu12026	0	0	0	0	0	0	0	0
otu12027	0	0	5	0	0	0	0	0
otu12028	0	0	0	0	0	0	0	0
otu12029	0	0	15	0	0	0	0	0
otu12030	0	0	17	0	0	0	0	0
otu12031	0	0	13	0	0	0	0	0
otu12032	0	0	10	0	0	0	0	0
otu12033	0	0	11	0	0	0	0	0
otu12034	0	0	0	0	0	0	0	0
otu12035	0	0	0	0	0	0	0	0
otu12036	0	0	0	0	0	0	0	0
otu12037	0	0	0	0	0	0	0	0
otu12038	0	0	0	0	0	0	0	0
otu12039	0	0	0	0	0	0	0	0
otu12040	0	0	0	0	0	0	0	0
otu12041	0	0	0	0	0	0	0	0
otu12042	0	0	0	0	0	0	0	0
otu12043	0	0	0	0	0	5	0	0
otu12044	0	0	0	0	0	0	0	0
otu12045	0	0	0	0	0	0	0	0
otu12046	0	0	0	0	0	0	7	0
otu12047	0	0	0	14	0	0	0	0
otu12048	0	0	0	15	0	0	0	0
otu12049	0	0	0	16	0	0	0	0
otu12050	0	0	0	9	0	0	0	0
otu12051	0	0	0	4	0	0	0	0
otu12052	0	0	0	3	0	0	0	0
